IRIS2	Type	UnderAge25	OverAge65	ForeignPop	LabourForce	MenLabourForce	WomenLabourForce	UnemployedForeigners	UnemployedTotal	UnemployedAge1524	UnemployedOverAge50	UnemployedMen	UnemployedWomen	UnemployedMore1Year	SelfEmployed	InsecureJobs	SteadyJobs	SingleParentFamilies	NoDiplomas	HouseholderAlone	AttendingSchool	BasicGeneralQualifications	GeneralCertificates	LowerTertiaryEducation	HigherEducationalDegree	Students	IndividualHouse	MultipleDwellingUnits	BuiltBefore1968	Builtafter1990	ParkingSpace	NonOwner	Less40m2	Larger150m2	WithoutCar	TwoOrMoreCars	SubsidizedHousing	MedianIncome
189	H	0.270186335	0.275879917	0.021221532	0.377846791	0.453488372	0.317164179	0.016438356	0.095890411	0.243902439	0.078817734	0.08974359	0.102941176	0.050684932	0.179452055	0.084931507	0.638356164	0.05511811	0.071813285	0.41871345	0.989949749	0.097546379	0.147815679	0.13165769	0.25733094	0.139437463	0.389473684	0.598830409	0.549707602	0.092397661	0.769590643	0.321637427	0.129824561	0.18245614	0.12748538	0.360233918	0	34784
190	H	0.310746427	0.184753838	0.019587083	0.43250397	0.464712269	0.401859504	0.004895961	0.083231334	0.145833333	0.044052863	0.053738318	0.115681234	0.040391677	0.140758874	0.079559364	0.696450428	0.106060606	0.063307494	0.334993773	0.996183206	0.117571059	0.131136951	0.139534884	0.264211886	0.13372093	0.647571606	0.342465753	0.799501868	0.01867995	0.711083437	0.302615193	0.04856787	0.138231631	0.113325031	0.363636364	0	34463.5
191	H	0.33656644	0.1314258	0.022308438	0.46556741	0.4872579	0.445883441	0.004166667	0.075	0.137254902	0.051162791	0.079497908	0.070539419	0.036458333	0.113541667	0.091666667	0.717708333	0.113333333	0.06852638	0.269565217	0.986622074	0.1400849	0.135839903	0.139478472	0.200121286	0.146755609	0.688198758	0.294409938	0.571428571	0.173913043	0.727950311	0.363975155	0.039751553	0.074534161	0.094409938	0.391304348	0.161490683	31194
192	A	0.322332233	0.139163916	0.0220022	0.47139714	0.506214689	0.438370847	0.014002334	0.11201867	0.147540984	0.068322981	0.075892857	0.100244499	0.052508751	0.074679113	0.105017503	0.707117853	0.131386861	0.182506887	0.271724138	0.996296296	0.167355372	0.101928375	0.087465565	0.10399449	0.114325069	0.715862069	0.267586207	0.732413793	0.03862069	0.266206897	0.453793103	0.034482759	0.030344828	0.220689655	0.263448276	0.186206897	29868.5
193	H	0.244952894	0.174966353	0.027815164	0.552714222	0.616016427	0.503585657	0	0.086038961	0.191011236	0.082901554	0.076666667	0.094936709	0.040584416	0.080357143	0.114448052	0.719155844	0.121794872	0.072530864	0.431082331	0.96875	0.114197531	0.130144033	0.172839506	0.267489712	0.097222222	0.279370953	0.714153562	0.499537465	0.305272895	0.721554117	0.526364477	0.098982424	0.041628122	0.120259019	0.26827012	0.024976873	26644.5
194	H	0.295421512	0.168604651	0.043604651	0.471293605	0.534035656	0.420289855	0.00616808	0.121048574	0.149425287	0.124481328	0.103186646	0.139498433	0.080185042	0.056283732	0.106399383	0.713955281	0.179640719	0.128988764	0.357744108	0.988732394	0.194606742	0.115955056	0.111910112	0.15011236	0.090786517	0.43013468	0.55976431	0.691077441	0.070707071	0.547138047	0.494107744	0.063131313	0.017676768	0.20959596	0.218855219	0.276094276	22799.5
195	H	0.354389722	0.117237687	0.043361884	0.499464668	0.53674833	0.464948454	0.004287245	0.172561629	0.294642857	0.165680473	0.170124481	0.175166297	0.11039657	0.031082529	0.120042872	0.673097535	0.185185185	0.190126751	0.288065844	0.992094862	0.214809873	0.106070714	0.071380921	0.05670447	0.114743162	0.522633745	0.466392318	0.559670782	0.010973937	0.473251029	0.618655693	0.046639232	0.021947874	0.256515775	0.17558299	0.358024691	19589
196	H	0.322332233	0.139163916	0.0220022	0.47139714	0.506214689	0.438370847	0.014002334	0.11201867	0.245901639	0.086956522	0.118303571	0.105134474	0.061843641	0.074679113	0.105017503	0.707117853	0.131386861	0.182506887	0.271724138	0.996296296	0.167355372	0.101928375	0.087465565	0.10399449	0.114325069	0.715862069	0.267586207	0.732413793	0.03862069	0.266206897	0.453793103	0.034482759	0.030344828	0.220689655	0.263448276	0.186206897	24337
197	H	0.263404826	0.20844504	0.014075067	0.432975871	0.459770115	0.409547739	0	0.080495356	0.25	0.032967033	0.065625	0.095092025	0.047987616	0.069659443	0.07120743	0.777089783	0.087719298	0.053182917	0.268370607	0.993902439	0.152296535	0.156325544	0.135374698	0.19983884	0.090249799	0.742811502	0.242811502	0.424920128	0.00798722	0.864217252	0.249201278	0.028753994	0.028753994	0.071884984	0.376996805	0	33741
198	H	0.291946309	0.180462342	0.015659955	0.446681581	0.486296006	0.410676157	0.003338898	0.086811352	0.267857143	0.086956522	0.080515298	0.093587522	0.046744574	0.124373957	0.057595993	0.727045075	0.119791667	0.064545047	0.305676856	0.99408284	0.121470193	0.129986553	0.125952488	0.253697893	0.129986553	0.579039301	0.410480349	0.624454148	0.041921397	0.768558952	0.344978166	0.03930131	0.099563319	0.102183406	0.36419214	0.055895197	33240
199	H	0.327385288	0.190823015	0.026219956	0.382738529	0.443181818	0.326788219	0.003805899	0.11132255	0.298507463	0.118589744	0.087179487	0.141630901	0.057088487	0.175071361	0.081826832	0.627973359	0.116504854	0.078222222	0.234615385	1	0.108444444	0.127111111	0.126666667	0.232444444	0.154666667	0.75	0.244230769	0.444230769	0.048076923	0.735576923	0.255769231	0.042307692	0.190384615	0.107692308	0.477884615	0.071153846	37592
200	H	0.310896088	0.196466134	0.009255364	0.413125789	0.479564033	0.355799373	0	0.064154786	0.142857143	0.064885496	0.047348485	0.083700441	0.035641548	0.1700611	0.058044807	0.706720978	0.120253165	0.051519835	0.305383023	0.993902439	0.092735703	0.14992272	0.138588357	0.285419887	0.14064915	0.608695652	0.380952381	0.551759834	0.094202899	0.814699793	0.276397516	0.051759834	0.19047619	0.078674948	0.437888199	0.010351967	38950
201	H	0.289634146	0.243902439	0.024898374	0.384654472	0.477116705	0.310786106	0	0.080581242	0.179487179	0.087248322	0.074340528	0.088235294	0.048877147	0.097754293	0.101717305	0.714663144	0.125	0.162688442	0.335968379	0.996350365	0.164572864	0.094849246	0.093592965	0.109296482	0.099246231	0.768115942	0.197628458	0.815546772	0.036890646	0.425559947	0.355731225	0.204216074	0.075098814	0.288537549	0.320158103	0.197628458	27788
202	H	0.319352906	0.144397843	0.026363092	0.476333134	0.505776637	0.450561798	0.005031447	0.103144654	0.315789474	0.107692308	0.11928934	0.087281796	0.06918239	0.052830189	0.106918239	0.737106918	0.18487395	0.169642857	0.289317507	0.978448276	0.206845238	0.109375	0.089285714	0.074404762	0.110863095	0.675074184	0.314540059	0.700296736	0.03264095	0.510385757	0.397626113	0.034124629	0.019287834	0.21810089	0.253709199	0.148367953	22465
203	H	0.351606805	0.16899811	0.018903592	0.425330813	0.509197324	0.35610766	0	0.107555556	0.325842697	0.064885496	0.108374384	0.106589147	0.052444444	0.082666667	0.080888889	0.725333333	0.108695652	0.112789051	0.317288802	0.987244898	0.179801793	0.109013686	0.102878716	0.126946673	0.148655026	0.729862475	0.101178782	0.605108055	0.007858546	0.395874263	0.336935167	0.203339882	0.080550098	0.270137525	0.279960707	0.173870334	27964
204	H	0.346057047	0.156040268	0.044463087	0.416107383	0.476363636	0.364485981	0.012096774	0.138104839	0.397435897	0.147321429	0.135496183	0.141025641	0.08266129	0.084677419	0.110887097	0.661290323	0.116861436	0.130527437	0.307443366	0.994520548	0.179541822	0.093766649	0.084709643	0.146510389	0.132658498	0.702265372	0.194174757	0.708737864	0.017259978	0.398058252	0.337648328	0.125134844	0.101402373	0.259978425	0.258899676	0.195253506	25426.5
205	H	0.464891975	0.055555556	0.084876543	0.445601852	0.498761354	0.398986242	0.045021645	0.311688312	0.39408867	0.3	0.302980132	0.32123412	0.197402597	0.015584416	0.174891775	0.496969697	0.351190476	0.303425775	0.287769784	0.991631799	0.234366504	0.079390973	0.042958129	0.023382273	0.123980424	0.016443988	0.980472765	0.130524152	0.001027749	0.097636177	1	0.023638232	0.008221994	0.442959918	0.069886948	1	12181.5
206	H	0.479289941	0.044871795	0.139546351	0.4265286	0.497975709	0.358653846	0.046242775	0.27283237	0.4	0.291666667	0.268292683	0.278820375	0.166473988	0.021965318	0.146820809	0.553757225	0.224806202	0.291578202	0.204892966	0.985436893	0.215852795	0.091295117	0.048124558	0.029723992	0.154989384	0.096330275	0.892966361	0.070336391	0.001529052	0.110091743	0.986238532	0.024464832	0.01529052	0.296636086	0.110091743	0.909785933	14139
207	H	0.375137514	0.050605061	0.072607261	0.524752475	0.595428571	0.459172853	0.029350105	0.200209644	0.364963504	0.14893617	0.190019194	0.212471132	0.105870021	0.020964361	0.150943396	0.625786164	0.140206186	0.153378378	0.418918919	0.995633188	0.208783784	0.123648649	0.088513514	0.110810811	0.15472973	0.253071253	0.73955774	0.008599509	0.001228501	0.42997543	0.748157248	0.174447174	0.00982801	0.281326781	0.158476658	0.214987715	17525
208	H	0.283986175	0.184331797	0.083525346	0.471198157	0.543193717	0.414609053	0.029339853	0.168704156	0.276923077	0.16374269	0.16626506	0.171215881	0.100244499	0.041564792	0.133251834	0.652811736	0.198412698	0.128571429	0.451688009	0.98757764	0.168027211	0.133333333	0.104081633	0.11292517	0.114285714	0	0.995343423	0	0	0.158323632	0.565774156	0.060535506	0.001164144	0.300349243	0.109429569	0.498253783	19945
209	H	0.423298731	0.044405998	0.084198385	0.479238754	0.524940618	0.436098655	0.0433213	0.243080626	0.427419355	0.186046512	0.242081448	0.244215938	0.157641396	0.015643803	0.184115523	0.554753309	0.28277635	0.228096677	0.426666667	0.979919679	0.188821752	0.108761329	0.091389728	0.085347432	0.153323263	0.02	0.977333333	0.249333333	0.006666667	0.178666667	0.921333333	0.206666667	0.004	0.4	0.076	0.581333333	13176
210	H	0.416178819	0.098456626	0.067589143	0.420436402	0.47505423	0.367816092	0.001265823	0.196202532	0.34375	0.197080292	0.162100457	0.238636364	0.098734177	0.029113924	0.107594937	0.663291139	0.211065574	0.238267148	0.226851852	0.990853659	0.228158845	0.078700361	0.049097473	0.039711191	0.132851986	0.337962963	0.654320988	0.205246914	0	0.296296296	0.762345679	0.023148148	0.032407407	0.24537037	0.183641975	0.652777778	19000
211	H	0.387755102	0.140589569	0.085600907	0.382653061	0.429963459	0.341463415	0.001481481	0.118518519	0.317460317	0.105590062	0.104815864	0.133540373	0.063703704	0.053333333	0.111111111	0.714074074	0.131455399	0.109311741	0.252971138	0.994594595	0.183535762	0.097165992	0.05465587	0.070850202	0.261808367	0.775891341	0.188455008	0.718166384	0	0.580645161	0.468590832	0.052631579	0.013582343	0.198641766	0.234295416	0.084889643	25170.5
212	H	0.308624709	0.213986014	0.034498834	0.408857809	0.474559687	0.349065004	0.009122007	0.145952109	0.328767123	0.151315789	0.160824742	0.12755102	0.100342075	0.047890536	0.127708096	0.673888255	0.155145929	0.174913694	0.266119578	0.983164983	0.223820483	0.090909091	0.064441887	0.055811277	0.108745685	0.815943728	0.165298945	0.932004689	0.009378664	0.607268464	0.277842907	0.010550996	0.01992966	0.237983587	0.178194607	0.154747948	22759
213	H	0.373848179	0.152259763	0.049583151	0.405440983	0.451149425	0.366801619	0.008658009	0.122294372	0.257575758	0.191256831	0.125265393	0.119205298	0.074675325	0.056277056	0.116883117	0.704545455	0.06147541	0.124536301	0.295101553	0.97826087	0.146263911	0.095919449	0.085320615	0.109167992	0.232114467	0.850657109	0.126642772	0.887694146	0.046594982	0.338112306	0.246117085	0.078853047	0.03823178	0.258064516	0.209080048	0.002389486	25106
214	H	0.362372567	0.079703429	0.050973123	0.505097312	0.540999057	0.470373747	0.00733945	0.13853211	0.313559322	0.158798283	0.132404181	0.145348837	0.077981651	0.043119266	0.116513761	0.7	0.134969325	0.192742415	0.195822454	0.983098592	0.236168947	0.09815586	0.08328376	0.038072576	0.114217728	0.691906005	0.266318538	0.439947781	0.005221932	0.609660574	0.417754569	0.031331593	0.028720627	0.169712794	0.298955614	0.25848564	21693.5
215	H	0.303311258	0.167328918	0.025607064	0.466225166	0.511353315	0.423539519	0.003787879	0.114583333	0.194029851	0.14516129	0.108348135	0.121703854	0.072916667	0.047348485	0.077651515	0.754734848	0.107594937	0.219312602	0.210340776	0.993506494	0.218767049	0.084015276	0.080196399	0.034369885	0.104200764	0.934195065	0.03172738	0.757931845	0.023501763	0.539365452	0.17626322	0.025851939	0.041128085	0.196239718	0.297297297	0.009400705	17325.67
216	H	0.350576504	0.135867872	0.023995014	0.455905266	0.523240372	0.396359366	0.008202324	0.107313739	0.170731707	0.134146341	0.088832487	0.128888889	0.058099795	0.055365687	0.095010253	0.74025974	0.132420091	0.192504931	0.24958124	0.966861598	0.206311637	0.104142012	0.078500986	0.048915187	0.120710059	0.734505863	0.182579564	0.415410385	0.232830821	0.557788945	0.391122278	0.088777219	0.035175879	0.242043551	0.296482412	0.127303183	20898.42
217	Z	0.381723238	0.087206266	0.012532637	0.464751958	0.510309278	0.417989418	0	0.074157303	0.183673469	0.07518797	0.064646465	0.086075949	0.04494382	0.111235955	0.087640449	0.725842697	0.097744361	0.13800136	0.125203252	0.996996997	0.225696805	0.123045547	0.091094494	0.067301156	0.160435078	0.978861789	0.006504065	0.42601626	0.108943089	0.756097561	0.224390244	0.01300813	0.074796748	0.082926829	0.484552846	0	16493
218	H	0.315660285	0.166912126	0.053019146	0.47029946	0.529353234	0.412790698	0.016701461	0.130480167	0.208791209	0.134831461	0.159774436	0.093896714	0.067849687	0.048016701	0.112734864	0.707724426	0.081967213	0.123981374	0.435064935	0.986238532	0.166472643	0.106519208	0.108265425	0.121653085	0.142025611	0.551948052	0.41991342	0.708874459	0.145021645	0.409090909	0.393939394	0.153679654	0.043290043	0.264069264	0.206709957	0.018398268	21285
219	H	0.324496809	0.162002946	0.041237113	0.449680903	0.527806925	0.38099631	0.013100437	0.167030568	0.234693878	0.149253731	0.155069583	0.181598063	0.089519651	0.058951965	0.13209607	0.638646288	0.122137405	0.18907563	0.352459016	0.995983936	0.212484994	0.088835534	0.075030012	0.055822329	0.115846339	0.488290398	0.484777518	0.745901639	0.011709602	0.403981265	0.460187354	0.090163934	0.031615925	0.296252927	0.18852459	0.211943794	20556
220	H	0.363230922	0.136769078	0.011397423	0.42814668	0.46492986	0.392156863	0.013888889	0.106481481	0.305555556	0.104395604	0.107758621	0.105	0.055555556	0.056712963	0.090277778	0.74537037	0.132231405	0.186189889	0.280945758	0.935275081	0.17324291	0.100493218	0.090628853	0.091861899	0.147348952	0.705146036	0.250347705	0.716272601	0.030598053	0.467315716	0.30876217	0.087621697	0.045897079	0.178025035	0.250347705	0.002781641	26075.5
221	D	0.453416149	0.074534161	0.01863354	0.440993789	0.444444444	0.436619718	0	0.070422535	0.111111111	0.071428571	0.025	0.129032258	0.056338028	0.042253521	0.211267606	0.676056338	0.166666667	0.209677419	0.136363636	0.892857143	0.201612903	0.129032258	0.064516129	0.048387097	0.185483871	0.977272727	0	0.886363636	0.045454545	0.431818182	0.113636364	0.068181818	0.045454545	0.159090909	0.363636364	0	20893.7
222	H	0.283822683	0.280944157	0.01324122	0.378814047	0.426309379	0.336244541	0.006079027	0.101823708	0.304347826	0.094488189	0.091428571	0.113636364	0.054711246	0.045592705	0.104863222	0.746200608	0.113821138	0.128740431	0.26074896	0.966981132	0.206680585	0.107167711	0.077244259	0.071677105	0.102296451	0.833564494	0.156726768	0.936199723	0	0.567267684	0.252427184	0.058252427	0.038834951	0.235783634	0.213592233	0.13592233	25105
223	H	0.400401606	0.108835341	0.063052209	0.447389558	0.500848896	0.399390244	0.032315978	0.198384201	0.305785124	0.15625	0.198305085	0.198473282	0.123877917	0.037701975	0.167863555	0.595152603	0.254658385	0.172248804	0.338645418	0.992555831	0.228601808	0.098883573	0.080276449	0.05528974	0.144072302	0.323705179	0.664342629	0.520916335	0.030876494	0.287848606	0.722111554	0.093625498	0.022908367	0.310756972	0.15936255	0.6812749	16474
224	H	0.281268701	0.217235189	0.00598444	0.430879713	0.472584856	0.39558011	0	0.072222222	0.173913043	0.056737589	0.069060773	0.075418994	0.045833333	0.055555556	0.093055556	0.776388889	0.143884892	0.122944961	0.243204578	1	0.198713367	0.129378127	0.08649035	0.091493924	0.109363831	0.765379113	0.227467811	0.602288984	0.012875536	0.552217454	0.220314735	0.034334764	0.032904149	0.158798283	0.281831187	0.13304721	28011.5
225	H	0.286836935	0.114931238	0.010314342	0.519646365	0.548514851	0.49122807	0	0.075614367	0.2	0.055555556	0.079422383	0.071428571	0.035916824	0.056710775	0.099243856	0.760869565	0.083333333	0.08492201	0.172099087	0.995145631	0.220681687	0.132871173	0.120739457	0.110918544	0.125938764	0.728813559	0.268578879	0.116036506	0.100391134	0.937418514	0.174706649	0.026075619	0.048239896	0.05345502	0.427640156	0.003911343	32514
226	H	0.370558376	0.106137517	0.016612829	0.485002307	0.525581395	0.445054945	0.003805899	0.093244529	0.231707317	0.074074074	0.092035398	0.094650206	0.055185538	0.060894386	0.097050428	0.746907707	0.087837838	0.115315315	0.201079622	0.992555831	0.242042042	0.114114114	0.102102102	0.058858859	0.133933934	0.935222672	0.026990553	0.391363023	0.129554656	0.663967611	0.192982456	0.039136302	0.049932524	0.156545209	0.363022942	0.002699055	31225.5
227	H	0.388545761	0.062886019	0.043234138	0.522740034	0.563679245	0.485530547	0.012889366	0.184747583	0.324561404	0.157534247	0.161087866	0.209713024	0.111707841	0.018259936	0.155746509	0.640171858	0.271317829	0.211609111	0.298866856	0.992831541	0.233651727	0.107274063	0.065393093	0.053637032	0.113152094	0.3101983	0.677053824	0.018413598	0.026912181	0.322946176	0.712464589	0.055240793	0.021246459	0.236543909	0.1898017	0.684135977	16722.5
228	H	0.317279047	0.145481629	0.017378352	0.440913605	0.484848485	0.401135289	0.009009009	0.066441441	0.133333333	0.092682927	0.056034483	0.077830189	0.036036036	0.078828829	0.074324324	0.780405405	0.077464789	0.085266458	0.15862069	1	0.186206897	0.130407524	0.115360502	0.126645768	0.123510972	0.983448276	0	0.412413793	0.137931034	0.775172414	0.139310345	0.013793103	0.044137931	0.075862069	0.406896552	0	34639
229	H	0.398092968	0.101311085	0.05125149	0.447556615	0.515892421	0.38255814	0.010652463	0.150466045	0.333333333	0.087248322	0.163507109	0.133738602	0.085219707	0.033288948	0.147802929	0.665778961	0.172413793	0.222999223	0.223752151	0.996610169	0.216006216	0.083139083	0.050505051	0.04040404	0.140637141	0.526678141	0.450946644	0.709122203	0.006884682	0.313253012	0.555938038	0.027538726	0.048192771	0.251290878	0.223752151	0.43373494	21703
230	H	0.239443616	0.252359662	0.030799801	0.341281669	0.377870564	0.308056872	0	0.11790393	0.225806452	0.093333333	0.124309392	0.110769231	0.072780204	0.059679767	0.087336245	0.73216885	0.114754098	0.172126266	0.298319328	0.995633188	0.179273377	0.085169744	0.12745682	0.078022633	0.062537225	0.780112045	0.175070028	0.823529412	0.040616246	0.418767507	0.362745098	0.082633053	0.039215686	0.228291317	0.25210084	0.148459384	24482
231	H	0.243913236	0.296591412	0.010181496	0.408145197	0.452935694	0.36762226	0	0.100867679	0.276923077	0.109756098	0.090534979	0.112385321	0.04989154	0.047722343	0.104121475	0.744034707	0.119047619	0.110252447	0.329468599	0.991150442	0.19680577	0.123647604	0.082431736	0.088614116	0.086553323	0.715942029	0.262801932	0.73236715	0.001932367	0.592270531	0.239613527	0.043478261	0.026086957	0.196135266	0.229951691	0.030917874	25143
232	H	0.35	0.133838384	0.066161616	0.446969697	0.492842536	0.402195609	0.013559322	0.159322034	0.363636364	0.131386861	0.157676349	0.161290323	0.094915254	0.068926554	0.116384181	0.653107345	0.169117647	0.249838188	0.290983607	0.973856209	0.204530744	0.083495146	0.077669903	0.058252427	0.107443366	0.790983607	0.151639344	0.826502732	0.114754098	0.322404372	0.360655738	0.101092896	0.051912568	0.245901639	0.225409836	0.039617486	21651
233	A	0.333333333	0.172619048	0.06547619	0.410714286	0.5	0.346938776	0.057971014	0.217391304	0.375	0.1	0.228571429	0.205882353	0.115942029	0.014492754	0.202898551	0.565217391	0.230769231	0.291044776	0.273972603	0.933333333	0.164179104	0.104477612	0.037313433	0.067164179	0.074626866	0.246575342	0.739726027	0.246575342	0.02739726	0.219178082	0.876712329	0.068493151	0.02739726	0.397260274	0.109589041	0.726027397	23564.33
234	Z	0.334532374	0.123408965	0.006364139	0.471499723	0.504799548	0.439500814	0	0.079225352	0.218181818	0.096153846	0.055928412	0.104938272	0.046948357	0.061619718	0.072769953	0.784037559	0.089219331	0.094438615	0.168202765	0.988679245	0.263728576	0.126617698	0.091990206	0.052465897	0.120671563	0.930875576	0.056835637	0.423963134	0.138248848	0.75422427	0.175115207	0.016897081	0.023809524	0.08141321	0.423195084	0	16962
